labels,images
datasets\data\train\labels\201806291621_023.txt,datasets\data\train\images\201806291621_023.png
datasets\data\train\labels\201807051030_034.txt,datasets\data\train\images\201807051030_034.png
datasets\data\train\labels\201806301308_012.txt,datasets\data\train\images\201806301308_012.png
datasets\data\train\labels\201807021146_053.txt,datasets\data\train\images\201807021146_053.png
datasets\data\train\labels\201807071517_020.txt,datasets\data\train\images\201807071517_020.png
datasets\data\train\labels\201807041314_003.txt,datasets\data\train\images\201807041314_003.png
datasets\data\train\labels\201807051431_052.txt,datasets\data\train\images\201807051431_052.png
datasets\data\train\labels\201807021417_028.txt,datasets\data\train\images\201807021417_028.png
datasets\data\train\labels\201807011603_035.txt,datasets\data\train\images\201807011603_035.png
datasets\data\train\labels\201807081615_027.txt,datasets\data\train\images\201807081615_027.png
datasets\data\train\labels\201807061520_020.txt,datasets\data\train\images\201807061520_020.png
datasets\data\train\labels\201807051710_046.txt,datasets\data\train\images\201807051710_046.png
datasets\data\train\labels\201807071045_048.txt,datasets\data\train\images\201807071045_048.png
datasets\data\train\labels\201807071015_008.txt,datasets\data\train\images\201807071015_008.png
datasets\data\train\labels\201807081545_023.txt,datasets\data\train\images\201807081545_023.png
datasets\data\train\labels\201807011703_021.txt,datasets\data\train\images\201807011703_021.png
datasets\data\train\labels\201806291143_053.txt,datasets\data\train\images\201806291143_053.png
datasets\data\train\labels\201806261334_012.txt,datasets\data\train\images\201806261334_012.png
datasets\data\train\labels\201806291521_061.txt,datasets\data\train\images\201806291521_061.png
datasets\data\train\labels\201807081044_003.txt,datasets\data\train\images\201807081044_003.png
datasets\data\train\labels\201807011132_024.txt,datasets\data\train\images\201807011132_024.png
datasets\data\train\labels\201807051100_025.txt,datasets\data\train\images\201807051100_025.png
datasets\data\train\labels\201807061620_002.txt,datasets\data\train\images\201807061620_002.png
datasets\data\train\labels\201806260821_005.txt,datasets\data\train\images\201806260821_005.png
datasets\data\train\labels\201807081515_037.txt,datasets\data\train\images\201807081515_037.png
datasets\data\train\labels\201807051030_015.txt,datasets\data\train\images\201807051030_015.png
datasets\data\train\labels\201807081315_019.txt,datasets\data\train\images\201807081315_019.png
datasets\data\train\labels\201806291320_020.txt,datasets\data\train\images\201806291320_020.png
datasets\data\train\labels\201807071547_009.txt,datasets\data\train\images\201807071547_009.png
datasets\data\train\labels\201806301238_025.txt,datasets\data\train\images\201806301238_025.png
datasets\data\train\labels\201806271327_002.txt,datasets\data\train\images\201806271327_002.png
datasets\data\train\labels\201806281200_020.txt,datasets\data\train\images\201806281200_020.png
datasets\data\train\labels\201806301308_048.txt,datasets\data\train\images\201806301308_048.png
datasets\data\train\labels\201806301138_014.txt,datasets\data\train\images\201806301138_014.png
datasets\data\train\labels\201807041648_054.txt,datasets\data\train\images\201807041648_054.png
datasets\data\train\labels\201807041213_051.txt,datasets\data\train\images\201807041213_051.png
datasets\data\train\labels\201807051431_041.txt,datasets\data\train\images\201807051431_041.png
datasets\data\train\labels\201807071517_038.txt,datasets\data\train\images\201807071517_038.png
datasets\data\train\labels\201807021347_005.txt,datasets\data\train\images\201807021347_005.png
datasets\data\train\labels\201807061018_028.txt,datasets\data\train\images\201807061018_028.png
datasets\data\train\labels\201807061048_003.txt,datasets\data\train\images\201807061048_003.png
datasets\data\train\labels\201807051431_057.txt,datasets\data\train\images\201807051431_057.png
datasets\data\train\labels\201807081315_046.txt,datasets\data\train\images\201807081315_046.png
datasets\data\train\labels\201806301042_061.txt,datasets\data\train\images\201806301042_061.png
datasets\data\train\labels\201807011433_005.txt,datasets\data\train\images\201807011433_005.png
datasets\data\train\labels\201806261434_037.txt,datasets\data\train\images\201806261434_037.png
datasets\data\train\labels\201807041448_031.txt,datasets\data\train\images\201807041448_031.png
datasets\data\train\labels\201806261434_030.txt,datasets\data\train\images\201806261434_030.png
datasets\data\train\labels\201807051231_037.txt,datasets\data\train\images\201807051231_037.png
datasets\data\train\labels\201806281153_005.txt,datasets\data\train\images\201806281153_005.png
datasets\data\train\labels\201807081415_037.txt,datasets\data\train\images\201807081415_037.png
datasets\data\train\labels\201807071717_032.txt,datasets\data\train\images\201807071717_032.png
datasets\data\train\labels\201807041113_056.txt,datasets\data\train\images\201807041113_056.png
datasets\data\train\labels\201806291350_043.txt,datasets\data\train\images\201806291350_043.png
datasets\data\train\labels\201807021116_037.txt,datasets\data\train\images\201807021116_037.png
datasets\data\train\labels\201807041448_026.txt,datasets\data\train\images\201807041448_026.png
datasets\data\train\labels\201806261604_019.txt,datasets\data\train\images\201806261604_019.png
datasets\data\train\labels\201807071547_050.txt,datasets\data\train\images\201807071547_050.png
datasets\data\train\labels\201806301439_053.txt,datasets\data\train\images\201806301439_053.png
datasets\data\train\labels\201807011633_002.txt,datasets\data\train\images\201807011633_002.png
datasets\data\train\labels\201806291521_065.txt,datasets\data\train\images\201806291521_065.png
datasets\data\train\labels\201806261534_017.txt,datasets\data\train\images\201806261534_017.png
datasets\data\train\labels\201806301439_016.txt,datasets\data\train\images\201806301439_016.png
datasets\data\train\labels\201806301609_051.txt,datasets\data\train\images\201806301609_051.png
datasets\data\train\labels\201806301012_050.txt,datasets\data\train\images\201806301012_050.png
datasets\data\train\labels\201807051100_070.txt,datasets\data\train\images\201807051100_070.png
datasets\data\train\labels\201807041113_020.txt,datasets\data\train\images\201807041113_020.png
datasets\data\train\labels\201807041244_039.txt,datasets\data\train\images\201807041244_039.png
datasets\data\train\labels\201806281659_022.txt,datasets\data\train\images\201806281659_022.png
datasets\data\train\labels\201807011303_007.txt,datasets\data\train\images\201807011303_007.png
datasets\data\train\labels\201806291451_004.txt,datasets\data\train\images\201806291451_004.png
datasets\data\train\labels\201806281133_002.txt,datasets\data\train\images\201806281133_002.png
datasets\data\train\labels\201807051013_026.txt,datasets\data\train\images\201807051013_026.png
datasets\data\train\labels\201806281143_011.txt,datasets\data\train\images\201806281143_011.png
datasets\data\train\labels\201807061720_002.txt,datasets\data\train\images\201807061720_002.png
datasets\data\train\labels\201807071617_023.txt,datasets\data\train\images\201807071617_023.png
datasets\data\train\labels\201807051030_032.txt,datasets\data\train\images\201807051030_032.png
datasets\data\train\labels\201806291243_047.txt,datasets\data\train\images\201806291243_047.png
datasets\data\train\labels\201806271126_028.txt,datasets\data\train\images\201806271126_028.png
datasets\data\train\labels\201807061320_050.txt,datasets\data\train\images\201807061320_050.png
datasets\data\train\labels\201807061350_033.txt,datasets\data\train\images\201807061350_033.png
datasets\data\train\labels\201807081515_051.txt,datasets\data\train\images\201807081515_051.png
datasets\data\train\labels\201806271327_007.txt,datasets\data\train\images\201806271327_007.png
datasets\data\train\labels\201807021146_007.txt,datasets\data\train\images\201807021146_007.png
datasets\data\train\labels\201806271457_034.txt,datasets\data\train\images\201806271457_034.png
datasets\data\train\labels\201807021015_038.txt,datasets\data\train\images\201807021015_038.png
datasets\data\train\labels\201806301709_063.txt,datasets\data\train\images\201806301709_063.png
datasets\data\train\labels\201807061550_044.txt,datasets\data\train\images\201807061550_044.png
datasets\data\train\labels\201806261604_024.txt,datasets\data\train\images\201806261604_024.png
datasets\data\train\labels\201807081114_038.txt,datasets\data\train\images\201807081114_038.png
datasets\data\train\labels\201806291421_022.txt,datasets\data\train\images\201806291421_022.png
datasets\data\train\labels\201806271026_020.txt,datasets\data\train\images\201806271026_020.png
datasets\data\train\labels\201806271728_009.txt,datasets\data\train\images\201806271728_009.png
datasets\data\train\labels\201807081445_007.txt,datasets\data\train\images\201807081445_007.png
datasets\data\train\labels\201807071015_033.txt,datasets\data\train\images\201807071015_033.png
datasets\data\train\labels\201807041143_015.txt,datasets\data\train\images\201807041143_015.png
datasets\data\train\labels\201806301238_031.txt,datasets\data\train\images\201806301238_031.png
datasets\data\train\labels\201806281459_031.txt,datasets\data\train\images\201806281459_031.png
datasets\data\train\labels\201806281429_034.txt,datasets\data\train\images\201806281429_034.png
datasets\data\train\labels\201807081114_017.txt,datasets\data\train\images\201807081114_017.png
datasets\data\train\labels\201806260901_010.txt,datasets\data\train\images\201806260901_010.png
datasets\data\train\labels\201806281153_003.txt,datasets\data\train\images\201806281153_003.png
datasets\data\train\labels\201807051401_058.txt,datasets\data\train\images\201807051401_058.png
datasets\data\train\labels\201807051131_027.txt,datasets\data\train\images\201807051131_027.png
datasets\data\train\labels\201806271657_019.txt,datasets\data\train\images\201806271657_019.png
datasets\data\train\labels\201807041344_016.txt,datasets\data\train\images\201807041344_016.png
datasets\data\train\labels\201806301439_015.txt,datasets\data\train\images\201806301439_015.png
datasets\data\train\labels\201807011703_063.txt,datasets\data\train\images\201807011703_063.png
datasets\data\train\labels\201807041648_027.txt,datasets\data\train\images\201807041648_027.png
datasets\data\train\labels\201806301709_038.txt,datasets\data\train\images\201806301709_038.png
datasets\data\train\labels\201807041143_034.txt,datasets\data\train\images\201807041143_034.png
datasets\data\train\labels\201807071115_012.txt,datasets\data\train\images\201807071115_012.png
datasets\data\train\labels\201807041143_049.txt,datasets\data\train\images\201807041143_049.png
datasets\data\train\labels\201806301409_054.txt,datasets\data\train\images\201806301409_054.png
datasets\data\train\labels\201806301238_010.txt,datasets\data\train\images\201806301238_010.png
datasets\data\train\labels\201806301509_049.txt,datasets\data\train\images\201806301509_049.png
datasets\data\train\labels\201806281529_036.txt,datasets\data\train\images\201806281529_036.png
datasets\data\train\labels\201807011603_003.txt,datasets\data\train\images\201807011603_003.png
datasets\data\train\labels\201807081615_036.txt,datasets\data\train\images\201807081615_036.png
datasets\data\train\labels\201807081345_002.txt,datasets\data\train\images\201807081345_002.png
